"","AID","Format","Valid","Fulltext_Available","DOI_Available","Link_Available","RG_Details","Work_Type","row.names","PT","BA","BE","Z2","Y1","AE","Z3","BS","VL","MA","BP","EP","AR","SU","PD","AK","CT","CY","SP","CL"
"113","C113",NA,NA,NA,NA,NA,NA,NA,"J","Qi, F; Shi, X-T; Liu, F-F; Yang, Z-H","","","A double inequality for an integral mean in terms of the exponential and logarithmic means","","","ResearchGate",NA,"","","","","10.13140/RG.2.1.2353.6800","",2015,"","","","",1
"114","C114",NA,NA,NA,NA,NA,NA,NA,"J","Rabin, M.O.; Thorpe, C.","","","Time-laspe cryptography","","","ResearchGate",NA,"","1","16","","","",2007,"","","","",1
"115","C115",NA,NA,NA,NA,NA,NA,NA,"J","Rao, J. G.; Zhang, Y. S.; Fokas, A. S.; He, J. S.","","","Rogue waves of the nonlocal Davey-Stewartson I equation","","","ResearchGate",NA,"","","","","","",2017,"","","","",1
"116","C116",NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]","","","Improvement of contusive spinal cord injury in rats by co- transplantation of gamma- aminobutyric acidergic cells and bone marrow stromal cells","","","ResearchGate",NA,"","","","","","",NA,"","","","",1
"117","C117",NA,NA,NA,NA,NA,NA,NA,"J","","ResearchGate","","","","","ResearchGate",NA,"","","","","","",2008,"","","","",1
"118","C118",NA,NA,NA,NA,NA,NA,NA,"J","","ResearchGate","","Researcher partly validates results of controversial stem cell study","","","ResearchGate",NA,"","","","","","Apr 1",2014,"","","","",1
"119","C119",NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]","","","Supplementary material- NPh 17044SS","","","ResearchGate",NA,"","","","","","20 June",2017,"","","","",1
"120","C120",NA,NA,NA,NA,NA,NA,NA,"J","Roschek, T.","","","MICROMORPH&TRADE; Technology: Introduction and the Path to Record Efficiencies","","","ResearchGate",NA,"","","","","","",2015,"","","","",1
"121","C121",NA,NA,NA,NA,NA,NA,NA,"J","Roschek, T.","","","MICROMORPHrm Technology: introduction and the path to record efficiencies","","","ResearchGate",NA,"","","","","10.13140/RG.2.1.1628.8804","",2015,"","","","",1
"122","C122",NA,NA,NA,NA,NA,NA,NA,"J","Saleh, M.","","","A vase or a face: Is (in part) an influence of image schemas","","","ResearchGate",NA,"","","","","","",2013,"","","","",1
"123","C123",NA,NA,NA,NA,NA,NA,NA,"J","Schindel, W.","","","What is the Smallest Model of a System?","","","ResearchGate",NA,"","","","","","",2011,"","","","",1
"124","C124",NA,NA,NA,NA,NA,NA,NA,"J","Scrucca, L.; Fop, M.; Murphy, T. B.; Raftery, A. E.","","","mclust 5: Clustering, Classification and Density Estimation Using Gaussian Finite Mixture Models","","","ResearchGate",8,"1","204","233","","","",2016,"","","","",1
"125","C125",NA,NA,NA,NA,NA,NA,NA,"J","Forshaw, SD","","","Memory of a universal mind. Galactic structures and their existence as cognitive operators in an emerging universally conscious machine","","","ResearchGate",NA,"","","","309209078","","",2016,"","","","",1
"126","C126",NA,NA,NA,NA,NA,NA,NA,"J","Serio, R.; Billack, B.","","","Potential Tumor Biomarkers for Ovarian Cancer","","","Researchgate. Net",125,"","","","","","",2011,"","","","",1
"127","C127",NA,NA,NA,NA,NA,NA,NA,"J","Set, E; Akdemir, AO; Celik, B","","","On generalization of Fejer type inequalities via fractional integral operator","","","ResearchGate",NA,"","","","","","",NA,"","","","",1
"128","C128",NA,NA,NA,NA,NA,NA,NA,"J","Set, E; Celik, B","","","On generalization related to the left side of Fejer's inequalites via fractional integral operator","","","ResearchGate",NA,"","","","","","",NA,"","","","",1
"129","C129",NA,NA,NA,NA,NA,NA,NA,"J","Set, E; Choi, J; Celik, B","","","A new approach to generalized of Hermite-Hadamard inequality using fractional integral operator","","","ResearchGate",NA,"","","","","","",NA,"","","","",1
"130","C130",NA,NA,NA,NA,NA,NA,NA,"J","Shabila, N","","","Assessment of the Iraqi primary care referral system: reporting a high self-requested referral rate","","","ResearchGate.",10,"3","4","10","","","",2012,"","","","",1
"131","C131",NA,NA,NA,NA,NA,NA,NA,"J","Shackleford, JA; Shusharina, N; Verberg, J","","","Plastimatch 1. 6-current capabilities and future directions","","","ResearchGate",NA,"","108","119","","","",2012,"","","","",1
"132","C132",NA,NA,NA,NA,NA,NA,NA,"J","Shalashvili, A.; Ugrekhelidze, D.; Mitaishvili, T.; Targamadze, I.; Zambakhidze, N.","","","Phenolic compounds of wines from georgian autochthonous grapes, rkatsiteli and saperavi, prepared by georgian (kakhetian) technology","","","ResearchGate",6,"","99","103","","","",2012,"","","","",2
"133","C133",NA,NA,NA,NA,NA,NA,NA,"J","Sharbrough, FW; Chatrian, GE; Lesser, RP; Luders, H; Nuwer, M; Picton, TW","","","Guideline thirteen: Guidelines for standard electrode position nomenclature American Electroencephalographic Society J Clin Neurophysiol 1994 11 111 113 8195414","","","ResearchGate",8,"","200","202","","","",1991,"","","","",1
"134","C134",NA,NA,NA,NA,NA,NA,NA,"J","Steeg, T.","","","Systems thinking and practice: a review and analysis of key ideas and their implications for practice in design & technology education","","","ResearchGate",NA,"","203","214","","","",2000,"","","","",1
"135","C135",NA,NA,NA,NA,NA,NA,NA,"J","Stephant, N.","","","In: Why during SEM-EDX We Cannot Detect Nitrogen However on the Element Map Nitrogen Is Detected what Reason Could Someone Explain","","","Researchgate",NA,"","","","","","",2016,"","","","",1
"136","C136",NA,NA,NA,NA,NA,NA,NA,"J","Sternke, E.","","","Unruly bodies: infertility as a disability","","","ResearchGate",NA,"","","","","","",2010,"","","","",1
"137","C137",NA,NA,NA,NA,NA,NA,NA,"J","Straatman, J; van der Peet, DL","","","C- reactive protein after major ab- dominal surgery: biochemical and clinical aspects","","","ResearchGate [Internet]",NA,"","2","2","","","",2015,"","","","",1
"138","C138",NA,NA,NA,NA,NA,NA,NA,"J","Takamura, K.; Ueda, Y.; Irie, U.; Yamaguchi, Y.","","","Immunohistology with antibodies specific to test cells in the ascidian Ciona intestinalis suggests their role in larval tunic formation","","","ResearchGate.",13,"","241","251","","","",2009,"","","","",1
"139","C139",NA,NA,NA,NA,NA,NA,NA,"J","Tan, W.; Hunley, P.; St Omer, I.","","","Properties of silicon carbide nanotubes formed via reaction of SiO2 powder with SWCNTs and MWCNTs","","","ResearchGate.",NA,"","","","","DOI 10.1109/SECON.2009.5174082","",2009,"","","","",1
"140","C140",NA,NA,NA,NA,NA,NA,NA,"J","Tan Yue; Gao Dong-sheng; Li Ling; Wet Hai-rong; Wang Jia-wei; Liu Qing-zhong","","","Relationships between H2O2 metabolism and Ca2+ transport in dormancy-breaking process of nectarine floral buds.","","","Yingyong Shengtai Xuebao",26,"2","425","429","1001-9332(2015)26:2<425:YTHYPM>2.0.TX;2-R","","FEB 2015",2015,"","","","",1
"141","C141",NA,NA,NA,NA,NA,NA,NA,"J","Tawatwachoom, T.; Khottoom, N.; Wairuangsiripon, S.; Rungrojchaipon, P.","","","","","","Researchgate",NA,"","1","1","","DOI 10.13140/RG.2.1.2669.5847","",2015,"","","","",1
"142","C142",NA,NA,NA,NA,NA,NA,NA,"J","Terenin, Alexander; Draper, David","","","Rigorizing and Extending the Cox-Jaynes Derivation of Probability: Implications for Statistical Practice","","","ResearchGate.net",NA,"","","","","","",2015,"","","","",1
"143","C143",NA,NA,NA,NA,NA,NA,NA,"J","Ticinesi, A.; Lauretani, F.; Nouvenne, A.; Porro, E.; Fanelli, G.; Maggio, M.; Meschi, T.","","","C-Reactive Protein (CRP) Measurement in Geriatric Patients Hospitalized for Acute Infection","","","ResearchGate.",NA,"","","","","","",2016,"","","","",1
"144","C144",NA,NA,NA,NA,NA,NA,NA,"J","Trotteyn, M. J.","","","Nuevas evidencias del desarrollo del floculo en el cerebelo de arcosauriformes: variabilidad e implicancias paleobiologicas","","","Research Gate",NA,"","","","","","",2015,"","","","",1
"145","C145",NA,NA,NA,NA,NA,NA,NA,"J","Tversky, A; Kahneman, D","","","Evidential Impact of Base Rates","","","ResearchGate.",NA,"","29","29","","","",1981,"","","","",1
"146","C146",NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]","","","Uncovering Excellence in Academic Rankings: A Closer Look at the Shanghai Ranking","","","ResearchGate",NA,"","","","","","14 July",2009,"","","","",1
"147","C147",NA,NA,NA,NA,NA,NA,NA,"J","Yuzhakov, V.V.","","","The AdminPenTM microneedle device for painless & convenient drug delivery","","","Drug Deliv.ery Technol",10,"4","32","36","","","",2010,"","","","",2
"148","C148",NA,NA,NA,NA,NA,NA,NA,"J","van Borkulo, CD; Waldorp, LJ; Boschloo, L","","","Comparing network structures on three aspects: a permutation test","","","ResearchGate",NA,"","","","","","",NA,"","","","",1
"149","C149",NA,NA,NA,NA,NA,NA,NA,"J","Brakel, Van J.","","","Mass transfer in convective drying","","","ResearchGate",1,"","217","267","","","",1980,"","","","",1
"150","C150",NA,NA,NA,NA,NA,NA,NA,"J","Van Keulen, M; Otten, W; Ruiter, R; Van Steenbergen, J; Fekkes, M; Paulussen, TW","","","Researchgate","","","Redenen om zich te laten vaccineren tegen HPV",NA,"","","","","","",2013,"","","","",1
"151","C151",NA,NA,NA,NA,NA,NA,NA,"J","Vanrolleghem, P.A.; Insel, G.; Petersen, B.; Sin, G.; Pauw, D.D.; Nopens, I.; Dovermann, H.; Weijers, S.; Gernaey, K","","","A comprehensive model calibration procedure for activated sludge models","","","ResearchGate",NA,"","","","","","",2003,"","","","",1
"152","C152",NA,NA,NA,NA,NA,NA,NA,"J","Verdelhos, T.; Cardoso, P.G.; MaP, M.D","","","Latitudinal gradients in Scrobicularia plana reproduction patterns, population dynamics, growth, and secondary production","","","ResearchGate",442,"","","","","","",2011,"","","","",1
"153","C153",NA,NA,NA,NA,NA,NA,NA,"J","Voipio-Pulkki, LM; Nuutila, P; Knuuti, MJ; Ruotsalainen, U; Haaparanta, M; Teras, M","","","Heart and skeletal muscle glucose disposal in type 2 diabetic patients as determined by positron emission tomography","","","ResearchGate.",34,"12","2064","7","","","Jan 1",1994,"","","","",1
"154","C154",NA,NA,NA,NA,NA,NA,NA,"J","Wang, W.; Li, S.; Qi, H.; Ayhan, B.; Kwan, C.; Vance, S.","","","Revisiting the preprocessing procedures for elemental concentration estimation based on CHEMCAM LIBS on MARS Rover","","","RESEARCHGATE",NA,"","","","","","",2014,"6th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing","","","",1
"155","C155",NA,NA,NA,NA,NA,NA,NA,"J","Watthanaworawit, W.; Turner, P.; Turner, C. L.; Tanganuchitcharnchai, A.; Jarman, E. G.; Blacksell, S. D.; Nosten, F. H.","","","A prospective evaluation of diagnostic methodologies for the acute diagnosis of dengue virus infection on the Thailand-Myanmar border","","","ResearchGate",105,"","32","37","","","",2010,"","","","",1
"156","C156",NA,NA,NA,NA,NA,NA,NA,"J","Xi, B. Y.; Bai, S. P.; Qi, F.","","","","","","Some new inequalities of Hermite-Hadamard type for (a, mi)-(s, m2)-convex functions on coordinates",NA,"","","","","","",NA,"","","","",1
"157","C157",NA,NA,NA,NA,NA,NA,NA,"J","Xiao, Y.; Wehrs, J.; Ma, H.; Al-Samman, T.; Korte-Kerzel, S.; Gken, M.; Michler, J.; Spolenak, R.; Wheeler, J.M.","","","Investigation of the deformation behavior of aluminum micropillars produced by focused ion beam machining using Ga and Xe ions","","","ResearchGate",NA,"","","","","","",2016,"","","","",1
"158","C158",NA,NA,NA,NA,NA,NA,NA,"J","Yin, H.; Schonhals, A.","","","Broadband Dielectric Spectroscopy on Polymer Blends","","","ResearchGate",NA,"","","","","","",2014,"","","","",1
"159","C159",NA,NA,NA,NA,NA,NA,NA,"J","Young, M D; Wakefield, M J; Smyth, G K; Oshlack, A","","","Goseq: gene ontology testing for RNA-seq datasets","","","ResearchGate",NA,"","1","26","","","",2012,"","","","",2
"160","C160",NA,NA,NA,NA,NA,NA,NA,"J","Zhang, D; Li, N; Zhou, ZH; Chen, C; Sun, L; Li, S","","","iBAT: detecting anomalous taxi trajectories from GPS traces. IBAT: detecting anomalous taxi trajectories from GPS traces","","","ResearchGate",NA,"","99","108","","","",2011,"","","","",1
"161","C161",NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]","","","Assessment of referral characteristics of a sample of patients attending the secondary care units at Erbil teaching hospital","","","ResearchGate",7,"2","70","6","","","",2011,"","","","",1
